zipcode,centile,superzip,rank,city,state,adultpop,households,college,income
68819,39.01611,0,,Berwyn,NE,160,78,23.125%,47.63456
48006,39.01538,0,10787,Avoca,MI,2468,1114,6.84765%,75.68389
12134,39.0142,0,10788,Northville,NY,1847,773,17.54196%,57.25327
47951,39.01325,0,10789,Kentland,IN,1592,655,15.6407%,60.52488
17340,39.01107,0,10790,Littlestown,PA,6368,2798,14.16457%,63.06686
13310,39.00924,0,,Bouckville,NY,302,130,22.18543%,49.23899
90043,39.00152,0,10791,Los Angeles,CA,27806,10985,19.79069%,53.35662
23846,38.99373,0,10792,Elberon,VA,594,241,14.81481%,61.92924
1440,38.98957,0,10793,Gardner,MA,14559,5209,15.07659%,61.47158
28516,38.98349,0,10794,Beaufort,NC,7565,2969,18.70456%,55.21864
6606,38.9738,0,10795,Bridgeport,CT,27733,10842,13.87156%,63.54413
88118,38.96615,0,,Floyd,NM,157,75,27.38853%,40.24924
78122,38.96601,0,,Leesville,TX,360,150,19.44444%,53.9385
58081,38.96575,0,10796,Wyndmere,ND,604,261,15.06623%,61.48204
8031,38.96335,0,10797,Bellmawr,NJ,8138,3241,10.27279%,69.733
75473,38.96038,0,10798,Powderly,TX,2651,1209,14.52282%,62.40521
38057,38.95903,0,10799,Moscow,TN,2294,984,14.6905%,62.111
59044,38.95665,0,10800,Laurel,MT,6373,2797,17.93504%,56.5197
14513,38.95219,0,10801,Newark,NY,9875,3968,15.59494%,60.5458
48911,38.94287,0,10802,Lansing,MI,24064,10306,17.62384%,57.04797
96796,38.93585,0,10803,Waimea,HI,1548,565,15.56848%,60.58895
53110,38.93192,0,10804,Cudahy,WI,12770,4901,13.50822%,64.13386
49601,38.92475,0,10805,Cadillac,MI,13349,5536,18.93775%,54.77275
2302,38.91532,0,10806,Brockton,MA,20997,8207,11.43497%,67.69315
76657,38.90804,0,10807,Mc Gregor,TX,5525,2366,15.76471%,60.22806
55943,38.90595,0,10808,Houston,MN,2057,838,18.52212%,55.47624
59501,38.90316,0,10809,Havre,MT,8107,3421,20.7475%,51.63974
3605,38.90077,0,10810,Lempster,NH,616,255,16.88312%,58.29673
43517,38.89994,0,10811,Edgerton,OH,2397,1039,10.84689%,68.69738
85210,38.89339,0,10812,Mesa,AZ,21441,8636,18.45063%,55.58477
19094,38.8867,0,10813,Woodlyn,PA,2962,1064,12.66036%,65.55783
57036,38.88573,0,10814,Hurley,SD,573,250,14.65969%,62.111
36203,38.88258,0,10815,Oxford,AL,10919,4802,15.72488%,60.27382
99687,38.87952,0,,Wasilla,AK,202,41,7.42574%,74.57374
86324,38.87879,0,10816,Clarkdale,AZ,2483,997,19.65365%,53.49522
99371,38.87803,0,,Washtucna,WA,296,118,17.90541%,56.50663
96003,38.87047,0,10817,Redding,CA,27224,11040,17.99148%,56.35756
57744,38.86269,0,10818,Hermosa,SD,1150,462,19.82609%,53.19578
4938,38.86087,0,10819,Farmington,ME,5454,2098,24.75248%,44.70554
67330,38.8591,0,10820,Altamont,KS,990,444,19.39394%,53.9385
49640,38.85853,0,10821,Honor,MI,1113,439,20.93441%,51.28276
47564,38.85797,0,10822,Otwell,IN,917,385,11.77754%,67.06026
73093,38.85737,0,10823,Washington,OK,1260,567,15.63492%,60.4085
55741,38.85642,0,10824,Gilbert,MN,2227,893,15.26718%,61.03877
32966,38.85276,0,10825,Vero Beach,FL,11097,3945,19.23943%,54.19217
58071,38.84963,0,,Tower City,ND,298,133,18.12081%,56.11827
75422,38.84904,0,10826,Campbell,TX,1852,805,17.81857%,56.63869
70763,38.84802,0,10827,Paulina,LA,1872,824,9.50855%,70.95692
72631,38.84676,0,10828,Eureka Springs,AR,2710,1139,22.28782%,48.93431
40218,38.84077,0,10829,Louisville,KY,19108,7413,19.89219%,53.05849
62097,38.83504,0,10830,Worden,IL,1754,754,12.31471%,66.11618
54207,38.83454,0,,Collins,WI,91,33,9.89011%,70.2835
54880,38.82905,0,10831,Superior,WI,19907,7704,18.73713%,55.03427
78945,38.82169,0,10832,La Grange,TX,6908,2853,15.44586%,60.70402
71047,38.81782,0,10833,Keithville,LA,7175,3016,13.6446%,63.80434
97206,38.80733,0,10834,Portland,OR,31033,10733,17.57806%,57.02182
62052,38.79661,0,10835,Jerseyville,IL,8036,3242,11.75958%,67.04065
18328,38.79323,0,10836,Dingmans Ferry,PA,4300,1883,13.97674%,63.21331
62462,38.79184,0,10837,Sigel,IL,731,311,13.26949%,64.42676
91204,38.7886,0,10838,Glendale,CA,11081,3944,24.01408%,45.90984
23117,38.78413,0,10839,Mineral,VA,5205,2125,13.9097%,63.31922
55723,38.78221,0,10840,Cook,MN,1809,717,17.35766%,57.37095
57013,38.78095,0,10841,Canton,SD,2763,1170,16.17807%,59.40296
76354,38.77816,0,10842,Burkburnett,TX,7395,3263,17.32251%,57.42718
33321,38.76728,0,10843,Fort Lauderdale,FL,32243,11558,17.5604%,57.01136
99169,38.75793,0,10844,Ritzville,WA,1821,703,17.84734%,56.51447
64136,38.75722,0,10845,Kansas City,MO,793,297,11.85372%,66.83797
95316,38.75608,0,10846,Denair,CA,3351,1447,15.12981%,61.19176
33193,38.74789,0,10847,Miami,FL,26514,10522,19.74806%,53.22978
50038,38.74055,0,,Booneville,IA,228,99,18.85965%,54.75575
99506,38.73974,0,10848,JBER,AK,2706,1562,20.21434%,52.42038
67851,38.73862,0,10849,Holcomb,KS,1371,666,14.58789%,62.111
90065,38.73028,0,10850,Los Angeles,CA,29014,10428,21.08982%,50.90356
89820,38.72144,0,10851,Battle Mountain,NV,3223,1449,10.89047%,68.46986
50022,38.71884,0,10852,Atlantic,IA,6229,2461,19.47343%,53.67175
45784,38.71658,0,10853,Vincent,OH,2033,883,13.62519%,63.7455
45368,38.7151,0,10854,South Charleston,OH,3326,1461,11.18461%,67.94813
98580,38.71251,0,10855,Roy,WA,6133,2530,12.09848%,66.37247
57018,38.71058,0,10856,Colton,SD,890,379,14.60674%,62.043
96020,38.70982,0,10857,Chester,CA,1889,784,15.08735%,61.21399
23505,38.70463,0,10858,Norfolk,VA,17015,7158,23.05613%,47.47895
22960,38.69815,0,10859,Orange,VA,6555,2554,16.72006%,58.39611
32908,38.69542,0,10860,Palm Bay,FL,3408,1565,18.77934%,54.84205
52332,38.69412,0,10861,Shellsburg,IA,1327,557,14.92087%,61.48597
35215,38.68577,0,10862,Birmingham,AL,29090,12916,16.54864%,58.67986
59547,38.67777,0,,Zurich,MT,35,16,34.28572%,28.1134
37763,38.67489,0,10863,Kingston,TN,10474,4465,16.93718%,58.00906
44132,38.66909,0,10864,Euclid,OH,10639,4011,19.08074%,54.31509
42413,38.6656,0,10865,Hanson,KY,2097,962,16.3567%,59.00153
78963,38.66493,0,,West Point,TX,335,147,12.23881%,66.09526
66869,38.66468,0,10866,Strong City,KS,560,249,18.75%,54.87213
13438,38.66373,0,10867,Remsen,NY,2907,1212,18.26625%,55.70376
15617,38.66285,0,,Arona,PA,297,117,12.45791%,65.7069
15635,38.66273,0,,Hannastown,PA,140,62,19.28571%,53.9385
60424,38.66228,0,10868,Gardner,IL,1492,653,10.92493%,68.34303
44412,38.66137,0,10869,Diamond,OH,1816,806,9.91189%,70.08736
50669,38.66037,0,10870,Reinbeck,IA,1834,766,17.12105%,57.66124
62233,38.65863,0,10871,Chester,IL,4512,1666,11.96809%,66.53984
46914,38.65702,0,10872,Bunker Hill,IN,1343,617,13.70067%,63.55328
59035,38.65662,0,,Fort Smith,MT,133,39,23.30827%,46.99253
72016,38.65608,0,10873,Bigelow,AR,1852,838,16.36069%,58.96361
61038,38.65532,0,10874,Garden Prairie,IL,897,427,8.24972%,72.93923
30620,38.65413,0,10875,Bethlehem,GA,3446,1536,11.28845%,67.69968
4255,38.65303,0,10876,Greenwood,ME,548,222,18.79562%,54.75575
95437,38.65013,0,10877,Fort Bragg,CA,10014,3683,18.68384%,54.94143
67301,38.64491,0,10878,Independence,KS,9005,3777,19.41144%,53.68352
81077,38.64236,0,,Swink,CO,287,117,15.67944%,60.11299
46176,38.63748,0,10879,Shelbyville,IN,17473,7284,12.41916%,65.7239
28332,38.6326,0,,Dublin,NC,337,155,21.95846%,49.28083
40342,38.6291,0,10880,Lawrenceburg,KY,12384,5472,11.93475%,66.549
54865,38.6256,0,,Port Wing,WI,383,165,21.14882%,50.6695
94520,38.6194,0,10881,Concord,CA,22206,7899,16.12627%,59.3232
56265,38.61183,0,10882,Montevideo,MN,5375,2214,15.90698%,59.69848
68313,38.61019,0,10883,Beaver Crossing,NE,612,264,18.30065%,55.573
56401,38.60516,0,10884,Brainerd,MN,17701,7258,17.3945%,57.13427
63138,38.59671,0,10885,Saint Louis,MO,13103,5892,16.95032%,57.89791
70075,38.59163,0,10886,Meraux,LA,5387,2322,9.41155%,70.88107
27850,38.58868,0,10887,Littleton,NC,5376,2309,18.43378%,55.33109
54923,38.58561,0,10888,Berlin,WI,5783,2418,14.71554%,61.73833
13859,38.58398,0,,Wells Bridge,NY,174,59,11.49425%,67.28648
50659,38.58285,0,10889,New Hampton,IA,3950,1564,14.17722%,62.66281
45217,38.58061,0,10890,Cincinnati,OH,4200,1545,15.7381%,59.97046
43076,38.57794,0,10891,Thornville,OH,5542,2294,10.79033%,68.48555
87049,38.57637,0,,San Fidel,NM,161,67,20.49689%,51.75873
27021,38.57338,0,10892,King,NC,10733,4625,12.09354%,66.23125
47143,38.57006,0,10893,Memphis,IN,1398,606,9.08441%,71.41457
83814,38.56563,0,10894,Coeur d Alene,ID,14730,5750,20.08826%,52.44391
16403,38.56036,0,10895,Cambridge Springs,PA,4471,1643,16.8866%,57.95676
14521,38.55846,0,10896,Ovid,NY,2438,657,16.65299%,58.35165
65251,38.55418,0,10897,Fulton,MO,13183,4811,17.49222%,56.90283
77657,38.54797,0,10898,Lumberton,TX,9423,4421,15.27115%,60.72887
59071,38.54537,0,,Roscoe,MT,74,32,28.37838%,38.13877
49724,38.54515,0,10899,Dafter,MI,739,332,15.15562%,60.92239
92020,38.53559,0,10900,El Cajon,CA,34076,13816,18.68764%,54.82636
46392,38.52514,0,10901,Wheatfield,IN,3987,1796,9.68146%,70.34234
70665,38.52248,0,10902,Sulphur,LA,5678,2581,12.57485%,65.35516
43545,38.51827,0,10903,Napoleon,OH,9694,4043,12.73984%,65.0701
12565,38.51525,0,10904,Philmont,NY,1311,459,15.48436%,60.34051
57724,38.51485,0,,Camp Crook,SD,135,56,29.62963%,35.959
39571,38.5118,0,10905,Pass Christian,MS,10989,4636,18.44572%,55.23041
68651,38.50849,0,10906,Osceola,NE,1062,415,14.78343%,61.53958
45895,38.50499,0,10907,Wapakoneta,OH,11689,4994,12.59304%,65.30808
58722,38.50154,0,10908,Burlington,ND,882,406,17.34694%,57.11074
17353,38.50072,0,10909,Orrtanna,PA,2104,939,14.87643%,61.35782
54440,38.49962,0,10910,Hatley,WI,1910,805,10.68063%,68.58624
77085,38.49794,0,10911,Houston,TX,4191,1805,17.53758%,56.76945
8023,38.49675,0,,Deepwater,NJ,170,69,3.52941%,80.90775
34429,38.49489,0,10912,Crystal River,FL,6595,2588,18.84761%,54.50992
19021,38.49124,0,10913,Croydon,PA,6710,2652,8.79285%,71.8317
62533,38.48921,0,10914,Farmersville,IL,655,282,13.58779%,63.56374
89121,38.47708,0,10915,Las Vegas,NV,43555,15517,15.69969%,59.92339
51649,38.46506,0,,Randolph,IA,217,100,14.74654%,61.56573
69033,38.46452,0,10916,Imperial,NE,1737,718,18.07714%,55.82406
99143,38.4639,0,10917,Lacrosse,WA,532,230,19.54887%,53.2847
61341,38.46235,0,10918,Marseilles,IL,5105,2157,10.24486%,69.31587
92337,38.45663,0,10919,Fontana,CA,15724,6816,10.46171%,68.9406
24421,38.45156,0,10920,Churchville,VA,2748,1172,12.4818%,65.45584
59820,38.45059,0,10921,Alberton,MT,805,350,20.74534%,51.21477
12160,38.45016,0,10922,Sloansville,NY,740,312,11.62162%,66.93604
48457,38.44845,0,10923,Montrose,MI,5490,2304,10.38251%,69.06874
49096,38.44638,0,10924,Vermontville,MI,2084,919,9.74088%,70.17104
14012,38.44534,0,10925,Barker,NY,1689,718,12.61101%,65.2244
67863,38.44481,0,,Marienthal,KS,249,115,20.88353%,50.96632
60911,38.44449,0,10926,Ashkum,IL,897,415,11.81717%,66.58822
92551,38.44094,0,10927,Moreno Valley,CA,12022,5377,13.13425%,64.31692
97227,38.43698,0,10928,Portland,OR,2415,762,23.89234%,45.766
44470,38.43566,0,10929,Southington,OH,2415,1054,9.9793%,69.73823
92314,38.43316,0,10930,Big Bear City,CA,6672,2807,16.11211%,59.1689
45426,38.42825,0,10931,Dayton,OH,11229,4533,17.24998%,57.2075
12836,38.42502,0,10932,Hague,NY,525,209,18.47619%,55.0918
23071,38.42463,0,10933,Hartfield,VA,891,338,15.82492%,59.65925
22663,38.42409,0,10934,White Post,VA,1088,449,18.65809%,54.77536
84331,38.42374,0,,Portage,UT,156,61,12.82051%,64.83473
99661,38.4235,0,10935,Sand Point,AK,715,156,6.43357%,75.8408
27837,38.4225,0,10936,Grimesland,NC,2914,1233,17.19286%,57.29642
58621,38.42144,0,10937,Beach,ND,984,379,22.45935%,48.21775
95493,38.42113,0,,Witter Springs,CA,141,64,14.1844%,62.47451
36052,38.42099,0,,Mathews,AL,356,164,18.82022%,54.48377
60164,38.41711,0,10938,Melrose Park,IL,13767,5145,8.63659%,72.03176
57231,38.41298,0,10939,De Smet,SD,1313,538,18.05027%,55.79137
33024,38.40219,0,10940,Hollywood,FL,37966,15237,15.29263%,60.54319
76060,38.39089,0,10941,Kennedale,TX,3228,1447,13.63073%,63.40553
56270,38.38982,0,10942,Morton,MN,656,283,9.90854%,69.81669
25430,38.38844,0,10943,Kearneysville,WV,4374,1887,13.58025%,63.48921
52738,38.38657,0,10944,Columbus Junction,IA,2446,1010,15.65822%,59.90639
11223,38.37161,0,10945,Brooklyn,NY,52042,20261,20.65447%,51.29453
33584,38.35375,0,10946,Seffner,FL,13019,5629,13.82595%,63.06032
74636,38.35012,0,,Deer Creek,OK,205,92,22.43902%,48.21775
54829,38.34905,0,10947,Cumberland,WI,3706,1522,17.13438%,57.35657
62853,38.34785,0,10948,Kell,IL,633,296,15.63981%,59.93123
50135,38.34736,0,10949,Kellogg,IA,1162,512,12.82272%,64.78504
63379,38.34446,0,10950,Troy,MO,9436,4182,12.45231%,65.42315
40070,38.34172,0,10951,Sulphur,KY,523,218,7.83939%,73.37074
76856,38.34089,0,10952,Mason,TX,2508,1023,19.37799%,53.47823
59086,38.34006,0,10953,Wilsall,MT,526,206,25.47528%,42.96381
59465,38.33989,0,,Neihart,MT,82,34,30.48781%,34.3245
55985,38.3395,0,10954,West Concord,MN,1307,577,14.07804%,62.60135
23176,38.33902,0,,Wake,VA,482,215,22.19917%,48.6048
42301,38.33153,0,10955,Owensboro,KY,26777,11038,17.8362%,56.12219
33132,38.32296,0,10956,Miami,FL,4456,566,21.07271%,50.54397
98251,38.32099,0,10957,Gold Bar,WA,2719,1146,11.69548%,66.70198
53050,38.31901,0,10958,Mayville,WI,4476,1863,11.34942%,67.29825
60482,38.31572,0,10959,Worth,IL,7516,2895,11.36243%,67.26033
97502,38.30943,0,10960,Central Point,OR,15402,6524,15.09544%,60.8204
63068,38.30439,0,10961,New Haven,MO,2960,1272,11.48649%,67.03804
52211,38.30308,0,10962,Brooklyn,IA,1799,712,16.73152%,57.9986
59642,38.30258,0,,Ringling,MT,42,16,28.57143%,37.5935
3243,38.30238,0,10963,Hill,NH,683,278,12.4451%,65.38
37134,38.30162,0,10964,New Johnsonville,TN,2062,909,11.54219%,66.93474
70031,38.30083,0,10965,Ama,LA,852,347,12.32394%,65.58398
52346,38.3004,0,10966,Van Horne,IA,700,298,12.57143%,65.15509
29334,38.29881,0,10967,Duncan,SC,5112,2337,16.41236%,58.5321
50516,38.29726,0,10968,Badger,IA,529,231,15.12287%,60.74848
61857,38.29708,0,,Muncie,IL,116,49,15.51724%,60.06853
53956,38.29645,0,10969,Randolph,WI,2191,903,11.7298%,66.59476
30598,38.29582,0,,Toccoa Falls,GA,102,59,29.41177%,36.12245
66424,38.29569,0,,Everest,KS,357,156,17.64706%,56.39025
52656,38.2951,0,10970,West Point,IA,1803,725,10.92623%,67.97166
53939,38.29457,0,,Kingston,WI,130,49,10.76923%,68.24103
95076,38.28187,0,10971,Watsonville,CA,46144,17115,14.42441%,61.93447
55957,38.26908,0,,Millville,MN,451,177,10.42129%,68.83076
52347,38.26868,0,10972,Victor,IA,1006,442,13.32008%,63.8318
54810,38.26793,0,10973,Balsam Lake,WI,1748,704,14.5881%,61.64419
97216,38.26516,0,10974,Portland,OR,8334,3203,17.92657%,55.88813
95969,38.25719,0,10975,Paradise,CA,20708,7787,19.20514%,53.68483
55933,38.25146,0,,Elkton,MN,142,64,14.78873%,61.29375
97428,38.2514,0,,Curtin,OR,107,50,26.16822%,41.67975
58276,38.25124,0,,Saint Thomas,ND,466,200,16.52361%,58.29673
44231,38.24963,0,10976,Garrettsville,OH,5361,2263,13.16918%,64.07632
79601,38.24443,0,10977,Abilene,TX,13585,4040,20.53736%,51.37822
78932,38.24061,0,,Carmine,TX,345,145,17.3913%,56.79953
43407,38.2404,0,,Burgoon,OH,420,189,9.04762%,71.17529
52053,38.24009,0,10978,Holy Cross,IA,704,299,11.22159%,67.42378
49235,38.23953,0,10979,Clayton,MI,1325,585,12.75472%,64.7772
61335,38.23906,0,,Mc Nabb,IL,385,174,14.02597%,62.57781
44481,38.23669,0,10980,Warren,OH,8242,3270,10.27663%,69.03867
44442,38.23375,0,10981,New Middletown,OH,2494,1086,13.63272%,63.23815
50576,38.23299,0,,Rembrandt,IA,280,126,20.35714%,51.6502
46340,38.2327,0,10982,Hanna,IN,777,333,11.71171%,66.54768
54442,38.23231,0,10983,Irma,WI,617,267,11.99352%,66.06126
49091,38.22863,0,10984,Sturgis,MI,12818,5248,14.22219%,62.2143
49010,38.22211,0,10985,Allegan,MI,10896,4577,13.38106%,63.65658
14591,38.21883,0,10986,Wyoming,NY,1045,442,16.17225%,58.842
83860,38.21756,0,10987,Sagle,ID,3600,1513,20.27778%,51.76657
76574,38.21372,0,10988,Taylor,TX,10378,4287,13.62498%,63.229
68424,38.21072,0,10989,Plymouth,NE,540,246,17.59259%,56.39025
5833,38.21055,0,,East Charleston,VT,100,44,34%,28.1134
56311,38.21037,0,10990,Barrett,MN,550,213,17.27273%,56.93552
68328,38.21012,0,,Clatonia,NE,364,159,16.75824%,57.82076
75491,38.20927,0,10991,Whitewright,TX,2733,1153,15.4775%,60.02668
31907,38.19885,0,10992,Columbus,GA,35240,14848,17.83485%,55.96136
62045,38.18906,0,,Hamburg,IL,409,166,15.40342%,60.1496
26631,38.18893,0,,Napier,WV,68,22,20.58824%,51.21477
16137,38.18638,0,10993,Mercer,PA,9218,3375,16.76069%,57.8103
48849,38.1828,0,10994,Lake Odessa,MI,3822,1706,12.03558%,65.95273
67436,38.18162,0,10995,Delphos,KS,504,230,18.05556%,55.573
37737,38.18057,0,10996,Friendsville,TN,3314,1438,14.00121%,62.55951
66040,38.1791,0,10997,Lacygne,KS,2061,902,14.99272%,60.84917
92503,38.16748,0,10998,Riverside,CA,40267,16564,13.57687%,63.27999
17519,38.15561,0,10999,East Earl,PA,2972,1362,10.43069%,68.7013
59217,38.15479,0,,Crane,MT,50,23,22%,48.76302
47550,38.15461,0,11000,Lamar,IN,594,256,12.79461%,64.62551
55101,38.15107,0,11001,Saint Paul,MN,12324,4085,22.95521%,47.11414
87745,38.14752,0,11002,Sapello,NM,593,262,27.31872%,39.59151
24578,38.14714,0,11003,Natural Bridge,VA,801,344,16.10487%,58.91523
80905,38.14628,0,11004,Colorado Springs,CO,2342,778,19.85482%,52.45307
99328,38.14493,0,11005,Dayton,WA,2584,1043,17.60836%,56.31964
87028,38.14419,0,,La Joya,NM,110,45,34.54545%,27.1327
38506,38.13995,0,11006,Cookeville,TN,15329,6628,18.79444%,54.27325
67146,38.13544,0,11007,Udall,KS,1104,508,13.94928%,62.61443
84640,38.13511,0,,Lynndyl,UT,91,40,20.87912%,50.6695
28205,38.12677,0,11008,Charlotte,NC,30323,10813,21.97012%,48.78917
14760,38.1147,0,11009,Olean,NY,13630,5224,20.66031%,51.04609
14883,38.11025,0,11010,Spencer,NY,2589,1122,18.81035%,54.23271
87577,38.10948,0,,Tres Piedras,NM,232,73,34.91379%,26.4789
25159,38.10855,0,11011,Poca,WV,3137,1309,13.803%,62.85764
50511,38.10628,0,11012,Algona,IA,5145,2112,16.38484%,58.40657
73834,38.10454,0,11013,Buffalo,OK,1176,491,19.30272%,53.37623
78611,38.10216,0,11014,Burnet,TX,7495,2945,16.63776%,57.96852
49032,38.09955,0,11015,Centreville,MI,2022,777,9.94065%,69.50809
53091,38.09864,0,11016,Theresa,WI,1280,573,9.53125%,70.20897
73045,38.09669,0,11017,Harrah,OK,5838,2642,15.53614%,59.85931
62664,38.09446,0,11018,Mason City,IL,2278,928,11.9842%,65.97888
10985,38.09382,0,,Thompson Ridge,NY,28,17,0%,86.6285
18240,38.09304,0,11019,Nesquehoning,PA,2809,1000,16.41153%,58.34642
63369,38.09194,0,11020,Old Monroe,MO,1197,547,9.44027%,70.35803
44111,38.08364,0,11021,Cleveland,OH,29028,10689,16.83547%,57.61155
47977,38.07526,0,11022,Remington,IN,1518,655,12.45059%,65.15771
57422,38.07479,0,,Andover,SD,217,86,16.58986%,58.02475
81428,38.07404,0,11023,Paonia,CO,2479,1003,18.11214%,55.39778
74112,38.06933,0,11024,Tulsa,OK,14687,5448,19.81344%,52.46222
17762,38.06517,0,,Picture Rocks,PA,472,201,15.67797%,59.58472
33972,38.06348,0,11025,Lehigh Acres,FL,5668,2336,14.78476%,61.12376
84330,38.06187,0,,Plymouth,UT,192,102,10.41667%,68.649
93643,38.06113,0,11026,North Fork,CA,2509,1121,19.8884%,52.32231
63125,38.05406,0,11027,Saint Louis,MO,23276,8843,15.07562%,60.61118
97456,38.0472,0,11028,Monroe,OR,1709,726,14.74546%,61.17737
80815,38.04654,0,11029,Flagler,CO,690,287,18.55073%,54.61976
62656,38.04258,0,11030,Lincoln,IL,13740,4649,13.87918%,62.66935
47989,38.03862,0,11031,Waveland,IN,673,307,14.26449%,62.00247
21841,38.03827,0,11032,Newark,MD,617,276,18.15235%,55.30102
23024,38.03695,0,11033,Bumpass,VA,4196,1825,13.94185%,62.54905
43056,38.03303,0,11034,Heath,OH,10074,4250,12.15009%,65.62975
91761,38.02193,0,11035,Ontario,CA,30360,12575,11.83465%,66.17241
65783,38.01356,0,,Windyville,MO,141,67,12.05674%,65.78928
69134,38.01345,0,,Elsie,NE,257,119,17.50973%,56.39025
44460,38.00833,0,11036,Salem,OH,18387,7612,15.9678%,59.04729
69201,38.00253,0,11037,Valentine,NE,2752,1121,20.8939%,50.55835
12996,38.00135,0,11038,Willsboro,NY,1559,626,19.62797%,52.73943
27923,38.00081,0,,Coinjock,NC,400,168,19.5%,52.9578
40076,38.00026,0,11039,Waddy,KY,1614,709,12.76332%,64.56275
97426,37.99848,0,11040,Creswell,OR,4855,2023,16.70443%,57.76977
97756,37.99313,0,11041,Redmond,OR,14641,6191,15.82542%,59.28397
50632,37.98889,0,11042,Garwin,IA,823,361,13.85176%,62.68373
53959,37.9866,0,11043,Reedsburg,WI,7517,3040,14.07476%,62.29929
46208,37.98028,0,11044,Indianapolis,IN,15510,5353,22.68859%,47.45411
97637,37.976,0,,Plush,OR,72,28,27.77778%,38.68273
21762,37.97595,0,,Libertytown,MD,114,54,18.42105%,54.80413
53225,37.97156,0,11045,Milwaukee,WI,15875,6735,17.22835%,56.85837
46224,37.96108,0,11046,Indianapolis,IN,22299,8467,17.93802%,55.63315
54838,37.95473,0,11047,Gordon,WI,836,296,18.66029%,54.38439
54940,37.9537,0,11048,Fremont,WI,2930,1258,10.88737%,67.77683
98585,37.95278,0,,Silver Creek,WA,420,207,16.19048%,58.63802
54622,37.95221,0,11049,Cochrane,WI,1658,698,15.98311%,58.99107
54813,37.95163,0,,Barronett,WI,454,187,14.53744%,61.48204
97131,37.95099,0,11050,Nehalem,OR,1874,732,20.22412%,51.68158
32221,37.94737,0,11051,Jacksonville,FL,11317,4961,13.3516%,63.52452
58363,37.94424,0,,Perth,ND,75,32,17.33333%,56.66223
57564,37.94402,0,11052,Onida,SD,743,319,18.70794%,54.28894
76073,37.94308,0,11053,Paradise,TX,2679,1171,12.50467%,64.97857
92706,37.93658,0,11054,Santa Ana,CA,20973,7861,16.10642%,58.76878
28751,37.93018,0,11055,Maggie Valley,NC,2370,925,17.25738%,56.78253
78121,37.92829,0,11056,La Vernia,TX,4511,2014,12.76879%,64.51698
27522,37.92547,0,11057,Creedmoor,NC,5793,2434,14.89729%,60.84524
45729,37.92361,0,11058,Fleming,OH,959,415,14.38999%,61.71611
61545,37.92322,0,,Lowpoint,IL,455,197,9.89011%,69.46625
43072,37.92211,0,11059,Saint Paris,OH,3589,1623,11.31234%,67.0145
57350,37.91856,0,11060,Huron,SD,9358,3740,19.25625%,53.32524
37738,37.91488,0,11061,Gatlinburg,TN,4021,1566,19.37329%,53.12125
32333,37.91159,0,11062,Havana,FL,8004,3337,17.77861%,55.86852
36853,37.90783,0,11063,Dadeville,AL,5678,2267,17.87601%,55.69984
1119,37.90415,0,11064,Springfield,MA,7725,3277,15.76699%,59.32843
44275,37.90153,0,11065,Spencer,OH,1822,806,11.58068%,66.53722
27501,37.89877,0,11066,Angier,NC,8238,3700,15.34353%,60.05284
62920,37.89592,0,11067,Cobden,IL,2154,885,20.19499%,51.69073
90602,37.89134,0,11068,Whittier,CA,14507,5883,16.84704%,57.45594
60927,37.88694,0,11069,Clifton,IL,1546,619,11.0608%,67.42378
57364,37.8865,0,,New Holland,SD,50,18,26%,41.67975
52249,37.8863,0,11070,Keystone,IA,694,290,12.39193%,65.12894
22488,37.88578,0,11071,Kinsale,VA,1179,470,20.78032%,50.6695
61333,37.88538,0,,Long Point,IL,282,131,11.34752%,66.92428
56762,37.88484,0,11072,Warren,MN,1674,654,16.18877%,58.58048
57314,37.88426,0,,Artesian,SD,458,190,18.34061%,54.87213
79039,37.88398,0,11073,Groom,TX,549,252,19.67213%,52.57598
56041,37.88361,0,11074,Hanska,MN,814,360,13.75921%,62.7648
91945,37.87906,0,11075,Lemon Grove,CA,15759,6042,15.52763%,59.71417
95641,37.87432,0,11076,Isleton,CA,1515,566,11.94719%,65.88342
98922,37.87296,0,11077,Cle Elum,WA,3405,1346,14.21439%,61.97109
62628,37.87185,0,11078,Chapin,IL,680,298,16.02941%,58.842
41063,37.87096,0,11079,Morning View,KY,2526,1046,11.28266%,67.0145
57701,37.86376,0,11080,Rapid City,SD,23702,9670,20.55523%,51.03432
79382,37.85646,0,11081,Wolfforth,TX,2907,1359,18.85105%,53.96727
8078,37.8541,0,11082,Runnemede,NJ,5697,2209,12.60312%,64.73143
46743,37.85234,0,11083,Harlan,IN,701,310,14.12268%,62.111
63072,37.85162,0,11084,Robertsville,MO,1912,781,8.05439%,72.56396
43050,37.84616,0,11085,Mount Vernon,OH,17967,7231,18.06646%,55.30756
5101,37.84032,0,11086,Bellows Falls,VT,3313,1325,15.66556%,59.4435
33778,37.83666,0,11087,Largo,FL,10047,3815,15.88534%,59.06037
25311,37.83176,0,11088,Charleston,WV,7783,2833,23.89824%,45.2508
37032,37.82902,0,11089,Cedar Hill,TN,2218,984,11.49684%,66.61961
17257,37.82502,0,11090,Shippensburg,PA,12373,5189,15.47725%,59.75863
76848,37.82161,0,,Hext,TX,43,19,30.23256%,34.3245
51301,37.81921,0,11091,Spencer,IA,8724,3579,17.03347%,57.06628
58009,37.8168,0,,Blanchard,ND,59,20,16.94915%,57.2075
